2026-03-06 23:57:03,047 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:52,437 | DEBUG | attack | Transaction result: {'bill_id': '202603062201062030041005121110016', 'type': 3}
2026-03-07 00:00:52,439 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:53,165 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:53,213 | DEBUG | attack | Share link created: https://s.cwallet.com/x622kb
2026-03-07 00:00:53,214 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:00:53,348 | DEBUG | attack | Extracted userId: 27099624
2026-03-07 00:00:53,351 | DEBUG | attack | Transaction ID: 202603062201082030041012550922240
2026-03-07 00:00:53,352 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:00:53,499 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:53,501 | DEBUG | attack | Target address: 0x578c08e3de0a8b64e8073de9a63244147a795565 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:53,502 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:53,644 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:53,644 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:53,747 | DEBUG | attack | Transaction result: {'bill_id': '202603062201082030041012435976192', 'type': 3}
2026-03-07 00:00:53,751 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:53,848 | DEBUG | attack | Transaction result: {'bill_id': '202603062201082030041012536639488', 'type': 3}
2026-03-07 00:00:53,849 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:53,935 | DEBUG | attack | Extracted userId: 32483713
2026-03-07 00:00:53,940 | DEBUG | attack | Transaction result: {'bill_id': '202603062201082030041012435976193', 'type': 3}
2026-03-07 00:00:53,942 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:54,065 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:54,066 | DEBUG | attack | Target address: 0xe0abc21da624998c51360f8a0e0cf2f248e5561b | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:54,066 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:54,765 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:54,866 | DEBUG | attack | Extracted userId: 57314974
2026-03-07 00:00:54,867 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:54,867 | DEBUG | attack | Target address: 0x1a0e62fd016196559799b4d395e3718c83574894 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:54,867 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:54,971 | DEBUG | attack | Transaction ID: 202603062201102030041019664457728
2026-03-07 00:00:54,973 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:00:55,079 | DEBUG | attack | Transaction ID: 202603062201102030041019609931776
2026-03-07 00:00:55,080 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:00:55,165 | DEBUG | attack | Transaction ID: 202603062201102030041019614126080
2026-03-07 00:00:55,167 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:00:55,265 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:55,277 | DEBUG | attack | Share link created: https://s.cwallet.com/16s4cr7
2026-03-07 00:00:55,279 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:00:55,379 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:55,381 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:55,818 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:00:56,063 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:56,198 | DEBUG | attack | Extracted userId: 47268154
2026-03-07 00:00:56,208 | DEBUG | attack | Share link created: https://s.cwallet.com/14d5uby
2026-03-07 00:00:56,210 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:00:56,394 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:56,395 | DEBUG | attack | Target address: 0x753097d3cace141a0ab5dbf9f326114ca8bad8c3 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:56,395 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:56,551 | DEBUG | attack | Share link created: https://s.cwallet.com/10pq160
2026-03-07 00:00:56,551 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:00:56,667 | DEBUG | attack | Share link created: https://s.cwallet.com/13rsp2z
2026-03-07 00:00:56,668 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:00:56,782 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:56,783 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:57,294 | DEBUG | attack | Generated billId: 202603062201142030041036783910912
2026-03-07 00:00:57,295 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:00:57,512 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:57,526 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:00:57,636 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:00:57,744 | DEBUG | attack | Extracted userId: 50872955
2026-03-07 00:00:57,747 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:57,747 | DEBUG | attack | Target address: 0x9d0de2cebb6f73db47ab6b6564fc4d2e7bc62b17 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:57,747 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:57,866 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:57,867 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:58,013 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:58,014 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:58,114 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:00:58,117 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:00:58,793 | DEBUG | attack | Generated billId: 202603062201152030041043050201088
2026-03-07 00:00:58,793 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:00:58,918 | DEBUG | attack | Generated billId: 202603062201152030041043083755520
2026-03-07 00:00:58,919 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:00:59,021 | DEBUG | attack | Extracted userId: 57958725
2026-03-07 00:00:59,025 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:00:59,031 | DEBUG | attack | Transaction result: {'bill_id': '202603062201142030041036783910912', 'type': 3}
2026-03-07 00:00:59,033 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:00:59,143 | DEBUG | attack | Extracted userId: 25423402
2026-03-07 00:00:59,146 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:59,146 | DEBUG | attack | Target address: 0x4a1449286ce455435c75ed97ab345495403dfe9e | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:59,146 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:59,281 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:00:59,380 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:59,380 | DEBUG | attack | Target address: 0x4c0280e51e0622037c5b5b2de2bb4703e5b3892b | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:59,380 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:00:59,479 | DEBUG | attack | Extracted userId: 58565874
2026-03-07 00:00:59,487 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:00:59,488 | DEBUG | attack | Target address: 0x3a621b2cd3ab4d48bf41c5f362ef8fde46ee53ce | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:00:59,488 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:00,275 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:00,291 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:00,297 | DEBUG | attack | Transaction ID: 202603062201152030041042607304704
2026-03-07 00:01:00,300 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:00,415 | DEBUG | attack | Generated billId: 202603062201172030041049475874816
2026-03-07 00:01:00,416 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:00,550 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:00,553 | DEBUG | attack | Transaction result: {'bill_id': '202603062201152030041043050201088', 'type': 3}
2026-03-07 00:01:00,553 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:00,671 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:00,792 | DEBUG | attack | Transaction result: {'bill_id': '202603062201152030041043083755520', 'type': 3}
2026-03-07 00:01:00,793 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:01,539 | DEBUG | attack | Share link created: https://s.cwallet.com/16pihm1
2026-03-07 00:01:01,541 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:01,676 | DEBUG | attack | Transaction ID: 202603062201172030041049364324352
2026-03-07 00:01:01,677 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:01,809 | DEBUG | attack | Transaction ID: 202603062201172030041048848424960
2026-03-07 00:01:01,814 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:01,903 | DEBUG | attack | Generated billId: 202603062201182030041054790057984
2026-03-07 00:01:01,907 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:01,992 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:02,084 | DEBUG | attack | Transaction result: {'bill_id': '202603062201172030041049475874816', 'type': 3}
2026-03-07 00:01:02,085 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:02,875 | DEBUG | attack | Share link created: https://s.cwallet.com/1c6l3ok
2026-03-07 00:01:02,876 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:02,963 | DEBUG | attack | Share link created: https://s.cwallet.com/1anhqnc
2026-03-07 00:01:02,964 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:03,054 | DEBUG | attack | Transaction ID: 202603062201182030041054649147392
2026-03-07 00:01:03,056 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:03,149 | DEBUG | attack | Generated billId: 202603062201192030041060116824064
2026-03-07 00:01:03,150 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:03,243 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:03,243 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:03,335 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:03,420 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:03,512 | DEBUG | attack | Transaction result: {'bill_id': '202603062201182030041054790057984', 'type': 3}
2026-03-07 00:01:03,513 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:03,601 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:04,337 | DEBUG | attack | Extracted userId: 57939424
2026-03-07 00:01:04,337 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:04,338 | DEBUG | attack | Target address: 0x73da1989aa134cf7e1fcd15c596434f19206144d | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:04,338 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:04,492 | DEBUG | attack | Generated billId: 202603062201212030041066437640192
2026-03-07 00:01:04,495 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:04,601 | DEBUG | attack | Share link created: https://s.cwallet.com/15unyuo
2026-03-07 00:01:04,604 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:04,713 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:04,714 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:04,808 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:04,808 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:04,906 | DEBUG | attack | Transaction result: {'bill_id': '202603062201192030041060116824064', 'type': 3}
2026-03-07 00:01:04,907 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:05,008 | DEBUG | attack | Transaction ID: 202603062201192030041060173045760
2026-03-07 00:01:05,011 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:05,103 | DEBUG | attack | Generated billId: 202603062201212030041067423301632
2026-03-07 00:01:05,105 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:05,198 | DEBUG | attack | Generated billId: 202603062201212030041067507187712
2026-03-07 00:01:05,200 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:05,950 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:06,016 | DEBUG | attack | Extracted userId: 38023958
2026-03-07 00:01:06,018 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:06,018 | DEBUG | attack | Target address: 0xe2e32ce52ea5fbb25d72a10e94590822347a5ef6 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:06,018 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:06,097 | DEBUG | attack | Extracted userId: 25637914
2026-03-07 00:01:06,101 | DEBUG | attack | Share link created: https://s.cwallet.com/14h48h1
2026-03-07 00:01:06,102 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:06,227 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:06,228 | DEBUG | attack | Target address: 0xf2c7c3b66f1faee6e018ef2a997334a3833c3bb3 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:06,228 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:06,343 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:06,344 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:06,442 | DEBUG | attack | Transaction result: {'bill_id': '202603062201212030041067507187712', 'type': 3}
2026-03-07 00:01:06,444 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:06,539 | DEBUG | attack | Transaction ID: 202603062201212030041066477084672
2026-03-07 00:01:06,540 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:06,632 | DEBUG | attack | Transaction result: {'bill_id': '202603062201212030041066437640192', 'type': 3}
2026-03-07 00:01:06,635 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:06,753 | DEBUG | attack | Transaction result: {'bill_id': '202603062201212030041067423301632', 'type': 3}
2026-03-07 00:01:06,756 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:07,367 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:07,465 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:07,519 | DEBUG | attack | Extracted userId: 35425754
2026-03-07 00:01:07,521 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:07,521 | DEBUG | attack | Target address: 0xd68f9aa9dd0733c3cb8061688838cb58429fc128 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:07,521 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:07,665 | DEBUG | attack | Transaction ID: 202603062201232030041074832142336
2026-03-07 00:01:07,666 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:07,764 | DEBUG | attack | Transaction ID: 202603062201222030041073406078976
2026-03-07 00:01:07,765 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:07,882 | DEBUG | attack | Transaction ID: 202603062201222030041073481576448
2026-03-07 00:01:07,883 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:07,996 | DEBUG | attack | Share link created: https://s.cwallet.com/18j586o
2026-03-07 00:01:07,996 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:08,133 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:08,134 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:08,510 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:09,026 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:09,053 | DEBUG | attack | Share link created: https://s.cwallet.com/1db4oyl
2026-03-07 00:01:09,054 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:09,165 | DEBUG | attack | Extracted userId: 32384249
2026-03-07 00:01:09,168 | DEBUG | attack | Share link created: https://s.cwallet.com/15538z4
2026-03-07 00:01:09,169 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:09,272 | DEBUG | attack | Share link created: https://s.cwallet.com/10ymjwo
2026-03-07 00:01:09,274 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:09,379 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:09,379 | DEBUG | attack | Target address: 0x5f00e3117543ced7f4ceccb89d425992a09ddde8 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:09,379 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:09,478 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:09,480 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:09,576 | DEBUG | attack | Generated billId: 202603062201262030041087161696256
2026-03-07 00:01:09,577 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:10,295 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:10,398 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:10,502 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:10,508 | DEBUG | attack | Extracted userId: 45461015
2026-03-07 00:01:10,512 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:10,514 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:10,636 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:10,639 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:10,732 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:10,734 | DEBUG | attack | Target address: 0x993e2f67665dcacd7b29f6e28073dcabaa5ab731 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:10,734 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:10,827 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:10,829 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:10,919 | DEBUG | attack | Transaction result: {'bill_id': '202603062201262030041087161696256', 'type': 3}
2026-03-07 00:01:10,919 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:11,439 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:11,611 | DEBUG | attack | Extracted userId: 55640886
2026-03-07 00:01:11,615 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:11,616 | DEBUG | attack | Target address: 0x109e921561ad70e74253c101fcf7d0051863eeff | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:11,617 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:11,776 | DEBUG | attack | Generated billId: 202603062201282030041096963784704
2026-03-07 00:01:11,777 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:11,884 | DEBUG | attack | Generated billId: 202603062201282030041096963784705
2026-03-07 00:01:11,886 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:11,982 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:11,985 | DEBUG | attack | Extracted userId: 38851274
2026-03-07 00:01:11,988 | DEBUG | attack | Transaction ID: 202603062201272030041092066533376
2026-03-07 00:01:11,990 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:12,094 | DEBUG | attack | Extracted userId: 51308824
2026-03-07 00:01:12,100 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:12,101 | DEBUG | attack | Target address: 0xeb2c65ef1291adf25543b05533b55abec21b859e | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:12,101 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:12,290 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:12,291 | DEBUG | attack | Target address: 0xc8328d57c7809ae494b9be5c429e8e70da4af34e | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:12,291 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:12,826 | DEBUG | attack | Generated billId: 202603062201292030041101996949504
2026-03-07 00:01:12,827 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:13,085 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:13,150 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:13,157 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:13,201 | DEBUG | attack | Share link created: https://s.cwallet.com/127pqka
2026-03-07 00:01:13,202 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:13,396 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:13,485 | DEBUG | attack | Transaction result: {'bill_id': '202603062201282030041096963784704', 'type': 3}
2026-03-07 00:01:13,485 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:13,608 | DEBUG | attack | Transaction result: {'bill_id': '202603062201282030041096963784705', 'type': 3}
2026-03-07 00:01:13,609 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:14,287 | DEBUG | attack | Transaction result: {'bill_id': '202603062201292030041101996949504', 'type': 3}
2026-03-07 00:01:14,287 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:14,436 | DEBUG | attack | Transaction ID: 202603062201302030041103227580416
2026-03-07 00:01:14,437 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:14,576 | DEBUG | attack | Transaction ID: 202603062201302030041103286300672
2026-03-07 00:01:14,577 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:14,723 | DEBUG | attack | Generated billId: 202603062201312030041108531675136
2026-03-07 00:01:14,725 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:14,821 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:14,927 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:14,928 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:15,599 | DEBUG | attack | Transaction ID: 202603062201312030041107396718592
2026-03-07 00:01:15,599 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:15,727 | DEBUG | attack | Share link created: https://s.cwallet.com/zw8shb
2026-03-07 00:01:15,728 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:15,857 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:15,972 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:16,149 | DEBUG | attack | Generated billId: 202603062201322030041114202374144
2026-03-07 00:01:16,149 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:16,317 | DEBUG | attack | Extracted userId: 29018691
2026-03-07 00:01:16,348 | DEBUG | attack | Share link created: https://s.cwallet.com/y3dm4u
2026-03-07 00:01:16,352 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:16,564 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:16,716 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:16,717 | DEBUG | attack | Target address: 0x07855c693312743af677814b17bb686a800a8f39 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:16,717 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:16,829 | DEBUG | attack | Transaction result: {'bill_id': '202603062201312030041108531675136', 'type': 3}
2026-03-07 00:01:16,830 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:17,808 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:17,810 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:18,009 | DEBUG | attack | Generated billId: 202603062201342030041122901360640
2026-03-07 00:01:18,011 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:18,159 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:18,169 | DEBUG | attack | Generated billId: 202603062201342030041123031384064
2026-03-07 00:01:18,169 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:18,290 | DEBUG | attack | Transaction ID: 202603062201322030041114128576512
2026-03-07 00:01:18,291 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:18,408 | DEBUG | attack | Generated billId: 202603062201342030041123345956864
2026-03-07 00:01:18,409 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:18,570 | DEBUG | attack | Share link created: https://s.cwallet.com/12kbw9p
2026-03-07 00:01:18,571 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:18,719 | DEBUG | attack | Transaction result: {'bill_id': '202603062201322030041114202374144', 'type': 3}
2026-03-07 00:01:18,720 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:18,844 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:18,845 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:19,631 | DEBUG | attack | Transaction ID: 202603062201342030041123418955776
2026-03-07 00:01:19,643 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:19,743 | DEBUG | attack | Extracted userId: 47053155
2026-03-07 00:01:19,746 | DEBUG | attack | Share link created: https://s.cwallet.com/12vnlrb
2026-03-07 00:01:19,746 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:19,885 | DEBUG | attack | Extracted userId: 52269843
2026-03-07 00:01:19,891 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:19,892 | DEBUG | attack | Target address: 0x5e4127e2eeb1b41811d71dbaa5640ad755e6d777 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:19,892 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:20,050 | DEBUG | attack | Transaction result: {'bill_id': '202603062201342030041122901360640', 'type': 3}
2026-03-07 00:01:20,050 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:20,185 | DEBUG | attack | Transaction result: {'bill_id': '202603062201342030041123031384064', 'type': 3}
2026-03-07 00:01:20,185 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:20,314 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:01:20,419 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:01:20,420 | DEBUG | attack | Target address: 0x1fddaaeb245a92f15898225e162f9178e5031842 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:01:20,420 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:01:20,521 | DEBUG | attack | Transaction result: {'bill_id': '202603062201342030041123345956864', 'type': 3}
2026-03-07 00:01:20,522 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:01:20,621 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:01:20,623 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:01:21,367 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:21,413 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:01:21,431 | DEBUG | attack | Generated billId: 202603062201382030041138046992384
2026-03-07 00:01:21,437 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:01:21,640 | DEBUG | attack | Share link created: https://s.cwallet.com/13mg9bs
2026-03-07 00:01:21,641 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:01:21,785 | DEBUG | attack | Transaction ID: 202603062201362030041130553466880
2026-03-07 00:01:21,787 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:21,903 | DEBUG | attack | Transaction ID: 202603062201362030041130813513728
2026-03-07 00:01:21,904 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:01:21,998 | DEBUG | attack | Transaction ID: 202603062201362030041130817708033
